title,file_zip,file_size,number_channels,preview,genre,artist
You Are The One,https://mtkdata.cambridgemusictechnology.co.uk/MTK008/StreetNoise_YouAreTheOne_Full.zip,751 MB,15,https://previews.cambridge-mt.com/YouAreTheOne_Full_Preview.mp3,4,280
Death Metal Sucks,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/SzymonSkiba_DeathMetalSucks_Full.zip,289 MB,23,https://previews.cambridge-mt.com/DeathMetalSucks_Full_Preview.mp3,4,281
Let's Dance,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/SzymonSkiba_LetsDance_Full.zip,155 MB,21,https://previews.cambridge-mt.com/LetsDance_Full_Preview.mp3,4,281
"Some Trashy Thrash, I Guess",https://mtkdata.cambridgemusictechnology.co.uk/MTK014/SzymonSkiba_SomeTrashyThrashIGuess_Full.zip,194 MB,12,https://previews.cambridge-mt.com/SomeTrashyThrashIGuess_Full_Preview.mp3,4,281
Such Fine People,https://multitracks.cambridge-mt.com/TholasP_SuchFinePeople_Full.zip,667 MB,78,https://previews.cambridge-mt.com/SuchFinePeople_Full_Preview.mp3,4,282
Pony,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/Timboz_Pony_Full.zip,239 MB,13,https://previews.cambridge-mt.com/Pony_Full_Preview.mp3,4,283
Haunted Age,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Titanium_HauntedAge_Full.zip,360 MB,22,https://previews.cambridge-mt.com/HauntedAge_Full_Preview.mp3,4,284
My Father Never Loved Me,https://multitracks.cambridge-mt.com/Trafficker_MyFatherNeverLovedMe_Full.zip,497 MB,32,https://previews.cambridge-mt.com/MyFatherNeverLovedMe_Full_Preview.mp3,4,285
Magilla,https://multitracks.cambridge-mt.com/Turbosauro_Magilla_Full.zip,464 MB,23,https://previews.cambridge-mt.com/Magilla_Full_Preview.mp3,4,286
Maybe,https://multitracks.cambridge-mt.com/UnicornRodeo_Maybe_Full.zip,1215 MB,54,https://previews.cambridge-mt.com/Maybe_Full_Preview.mp3,4,287
Aureus Necrosis,https://multitracks.cambridge-mt.com/VMGY_AureusNecrosis_Full.zip,401 MB,30,https://previews.cambridge-mt.com/AureusNecrosis_Full_Preview.mp3,4,288
Bloodshed,https://multitracks.cambridge-mt.com/VMGY_Bloodshed_Full.zip,535 MB,36,https://previews.cambridge-mt.com/Bloodshed_Full_Preview.mp3,4,288
Equilibrium,https://multitracks.cambridge-mt.com/VMGY_Equilibrium_Full.zip,619 MB,30,https://previews.cambridge-mt.com/Equilibrium_Full_Preview.mp3,4,288
Omen,https://multitracks.cambridge-mt.com/VMGY_Omen_Full.zip,552 MB,34,https://previews.cambridge-mt.com/Omen_Full_Preview.mp3,4,288
Comfort Lives In Belief,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Voelund_ComfortLivesInBelief_Full.zip,420 MB,33,https://previews.cambridge-mt.com/ComfortLivesInBelief_Full_Preview.mp3,4,289
Femme,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/WallOfDeath_Femme_Full.zip,371 MB,23,https://previews.cambridge-mt.com/Femme_Full_Preview.mp3,4,290
Not You,https://mtkdata.cambridgemusictechnology.co.uk/MTK003/MR1105_WeFellFromTheSky_Full.zip,530 MB,39,https://previews.cambridge-mt.com/1105_Remix.mp3,4,291
Red On You,https://multitracks.cambridge-mt.com/Wires_RedOnYou_Full.zip,203 MB,15,https://previews.cambridge-mt.com/RedOnYou_Full_Preview.mp3,4,292
Blood To Bone,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/YoungGriffo_BloodToBone_Full.zip,482 MB,23,https://previews.cambridge-mt.com/BloodToBone_Full_Preview.mp3,4,293
Facade,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MR1110_YoungGriffo_Full.zip,322 MB,20,https://previews.cambridge-mt.com/1110_Remix.mp3,4,293
Pennies,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/YoungGriffo_Pennies_Full.zip,540 MB,28,https://previews.cambridge-mt.com/Pennies_Full_Preview.mp3,4,293
Talk To Me Baby,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/ZaneCarneyAndFriends_TalkToMeBaby_Full.zip,278 MB,37,https://previews.cambridge-mt.com/ZaneCarneyAndFriends_TalkToMeBaby_Full.mp3,4,294
Keeps Flowing,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/AdmiralCrumple_KeepsFlowing_Full.zip,79 MB,10,https://previews.cambridge-mt.com/KeepsFlowing_Full_Preview.mp3,5,295
Naturally,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/AllenStone_Naturally_Full.zip,647 MB,16,https://previews.cambridge-mt.com/Naturally_Full_Preview.mp3,5,296
Saudade Do Teu Beijo,https://multitracks.cambridge-mt.com/EgdaCarolyn_SaudadeDoTeuBeijo_Full.zip,114 MB,16,https://previews.cambridge-mt.com/SaudadeDoTeuBeijo_Full_Preview.mp3,5,297
Slow Down,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/JessicaChildress_SlowDown_Full.zip,485 MB,18,https://previews.cambridge-mt.com/SlowDown_Full_Preview.mp3,5,298
Alone With You,https://multitracks.cambridge-mt.com/JustinMyles_AloneWithYou_Full.zip,564 MB,15,https://previews.cambridge-mt.com/AloneWithYou_Full_Preview.mp3,5,299
Animal,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_Animal_Full.zip,274 MB,69,https://previews.cambridge-mt.com/Animal_Full_Preview.mp3,5,300
Bitch Is Paranoid,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_BitchIsParanoid_Full.zip,209 MB,66,https://previews.cambridge-mt.com/BitchIsParanoid_Full_Preview.mp3,5,300
Clinic A,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_ClinicA_Full.zip,850 MB,97,https://previews.cambridge-mt.com/ClinicA_Full_Preview.mp3,5,300
Easy Tiger,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_EasyTiger_Full.zip,379 MB,41,https://previews.cambridge-mt.com/EasyTiger_Full_Preview.mp3,5,300
King Rascal,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_KingRascal_Full.zip,452 MB,69,https://previews.cambridge-mt.com/KingRascal_Full_Preview.mp3,5,300
Rockshow,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Kangoro_Rockshow_Full.zip,392 MB,35,https://previews.cambridge-mt.com/Rockshow_Full_Preview.mp3,5,300
Window,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/KillaL_Window_Full.zip,393 MB,35,https://previews.cambridge-mt.com/Window2_Full_Preview.mp3,5,301
My Own,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/LittleChicagosFinest_MyOwn_Full.zip,377 MB,24,https://previews.cambridge-mt.com/MyOwn_Full_Preview.mp3,5,302
Knockout,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MERCMusic_Knockout_Full.zip,427 MB,53,https://previews.cambridge-mt.com/Knockout_Full_Preview.mp3,5,303
Tochka,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/Pepelpovetru_Tochka_Full.zip,321 MB,33,https://previews.cambridge-mt.com/Tochka_Full_Preview.mp3,5,304
Back Down,https://multitracks.cambridge-mt.com/RyanCali_BackDown_Full.zip,261 MB,24,https://previews.cambridge-mt.com/BackDown_Full_Preview.mp3,5,305
Sing With Me,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MR1002_SideEffectsProject_Full.zip,405 MB,46,https://previews.cambridge-mt.com/1002_Remix.mp3,5,306
Mystery,https://multitracks.cambridge-mt.com/SOSDemo_Mystery.zip,27 MB,11,https://previews.cambridge-mt.com/Mystery_Preview.mp3,5,307
Foundation,http://www.puremix.net/zelab-mixing-contest/zelab-session-27-stephano-petrocca.html,380 MB,26,https://previews.cambridge-mt.com/Foundation_Full_Preview.mp3,5,308
Kane Guru,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/WestEndBlend_KaneGuru_Full.zip,1104 MB,22,https://previews.cambridge-mt.com/KaneGuru_Full_Preview.mp3,5,309
Must Be Voodoo,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/WestEndBlend_MustBeVoodoo_Full.zip,1135 MB,22,https://previews.cambridge-mt.com/MustBeVoodoo_Full_Preview.mp3,5,309
